대표감정,세부감정,대화,text,rep_emotion
분노,참을 수 없음,이 모든 것이 나에게만 불리하게 돌아가는 건 참을 수 없어요.,,
분노,참을 수 없음,저는 이런 무력감을 더 이상 참지 않을 겁니다.,,
분노,참을 수 없음,저의 마음은 이미 차갑게 식었어요 더 이상 참을 수 없어요.,,
슬픔,무기력,요즘은 아무 의욕이 안 생겨.,,
슬픔,무기력,오늘 하루 종일 누워만 있었어.,,
슬픔,무기력,몸이 너무 무거워서 움직이기 싫어.,,
슬픔,무기력,기분이 가라앉아서 아무것도 하기 싫더라.,,
슬픔,무기력,눈은 떴는데 일어날 힘이 없어.,,
슬픔,무기력,너무 피곤한데 이유를 모르겠어.,,
슬픔,무기력,하루 종일 멍하니 있었어.,,
슬픔,무기력,그냥 숨만 쉬고 지나가는 느낌이야.,,
슬픔,무기력,뭘 해도 손이 안 가.,,
슬픔,무기력,기분이 바닥까지 떨어졌어.,,
슬픔,무기력,오늘은 정말 아무것도 하기 싫다.,,
슬픔,무기력,이불 밖으로 나가기가 너무 싫어.,,
슬픔,무기력,그냥 누워 있고 싶어.,,
슬픔,무기력,머릿속이 하얘서 아무 생각이 안 나.,,
슬픔,무기력,시간이 너무 느리게 가.,,
슬픔,무기력,하루가 너무 버거워.,,
슬픔,무기력,몸도 마음도 다 지쳤어.,,
슬픔,무기력,잠은 잤는데 더 피곤해.,,
슬픔,무기력,요즘은 웃는 게 힘들어.,,
슬픔,무기력,기분이 축 처져서 아무 말도 하기 싫어.,,
슬픔,무기력,아무 감정도 안 느껴져.,,
슬픔,무기력,마음이 텅 비어 있는 느낌이야.,,
슬픔,무기력,이유 없이 피곤해.,,
슬픔,무기력,하루 종일 힘이 빠져 있었어.,,
슬픔,무기력,그냥 조용히 있고 싶어.,,
슬픔,무기력,아무도 안 건드렸으면 좋겠어.,,
슬픔,무기력,정말 기운이 하나도 없어.,,
슬픔,무기력,뭘 해도 피곤하고 무기력해.,,
슬픔,무기력,그냥 가만히 있는 게 제일 편해.,,
슬픔,무기력,어제도 오늘도 다 똑같아.,,
슬픔,무기력,일어날 힘이 없어서 계속 누워 있었어.,,
슬픔,무기력,다시 시작할 마음이 안 생겨.,,
슬픔,무기력,그냥 피곤하다는 생각만 들어.,,
슬픔,무기력,내가 뭘 하고 있는지도 모르겠어.,,
슬픔,무기력,그냥 하루가 지나가길 바랄 뿐이야.,,
슬픔,무기력,몸이 말처럼 안 움직여.,,
슬픔,무기력,생각도 하기 싫어.,,
슬픔,무기력,마음이 너무 무겁다.,,
슬픔,무기력,오늘 하루는 그냥 흘러갔어.,,
슬픔,무기력,다시 힘낼 자신이 없어.,,
슬픔,무기력,그냥 아무것도 안 하고 싶어.,,
슬픔,무기력,기분이 가라앉아서 말하기도 싫어.,,
슬픔,무기력,아무 일도 없는데 괜히 피곤해.,,
슬픔,무기력,요즘은 숨 쉬는 것도 귀찮아.,,
슬픔,무기력,하루가 너무 느리게 흘러가.,,
슬픔,무기력,그냥 멍하니 벽만 봤어.,,
슬픔,무기력,뭘 해도 집중이 안 돼.,,
슬픔,무기력,아무 말도 하기 싫은 날이야.,,
슬픔,무기력,하루 종일 누워만 있었더니 더 무기력해졌어.,,
슬픔,무기력,일이 손에 안 잡혀.,,
슬픔,무기력,그냥 잠들고 싶어.,,
슬픔,무기력,요즘은 그냥 숨만 쉬는 느낌이야.,,
슬픔,무기력,그냥 피곤해서 다 귀찮아.,,
슬픔,무기력,기분이 가라앉아서 아무 생각도 안 나.,,
슬픔,무기력,요즘 너무 조용히 살고 싶어.,,
슬픔,무기력,오늘은 하루 종일 침대 위에서만 있었어.,,
슬픔,무기력,아무 일도 하기 싫고 그냥 쉬고 싶어.,,
슬픔,무기력,기운이 다 빠진 것 같아.,,
슬픔,무기력,하루를 버티는 것도 힘들어.,,
슬픔,무기력,그냥 다 내려놓고 싶어.,,
슬픔,무기력,하루가 왜 이렇게 힘든지 모르겠어.,,
슬픔,무기력,내가 점점 작아지는 기분이야.,,
슬픔,무기력,마음이 너무 지쳐서 아무것도 하기 싫어.,,
슬픔,무기력,잠이 와도 자고 싶지가 않아.,,
슬픔,무기력,그냥 살아있는 느낌만 나.,,
슬픔,무기력,다시 웃을 자신이 없어.,,
슬픔,무기력,뭘 해도 허무한 기분이야.,,
슬픔,무기력,그냥 조용히 있고 싶어.,,
슬픔,무기력,기분이 계속 가라앉아.,,
슬픔,무기력,요즘은 진짜 피곤하다는 말밖에 안 나와.,,
슬픔,무기력,하루를 시작하기가 너무 힘들어.,,
슬픔,무기력,이제 뭘 해야 할지 모르겠어.,,
슬픔,무기력,그냥 다 귀찮아.,,
슬픔,무기력,하루 종일 멍하게 있었어.,,
슬픔,무기력,마음이 너무 공허해.,,
슬픔,무기력,요즘은 진짜 아무 생각이 안 들어.,,
슬픔,무기력,기분이 무겁고 몸도 무거워.,,
슬픔,무기력,다시 기운이 돌아오면 좋겠어.,,
슬픔,무기력,하루가 너무 지루하게 흘러가.,,
슬픔,무기력,그냥 다 귀찮고 피곤해.,,
슬픔,무기력,뭐라도 해야 하는데 아무 의욕이 없어.,,
슬픔,무기력,기분이 축 쳐져서 아무 말도 하기 싫어.,,
슬픔,무기력,요즘은 그냥 피곤하다는 생각뿐이야.,,
슬픔,무기력,그냥 누워서 하루를 보냈어.,,
슬픔,무기력,일어나야 하는데 몸이 안 따라줘.,,
슬픔,무기력,오늘은 유난히 기운이 빠진다.,,
슬픔,무기력,마음이 텅 비어버린 느낌이야.,,
슬픔,무기력,그냥 아무 일도 안 하고 싶어.,,
슬픔,무기력,다시 시작할 에너지가 없어.,,
슬픔,무기력,요즘은 아무 감정도 안 들어.,,
슬픔,무기력,그냥 하루하루 버티는 중이야.,,
슬픔,무기력,이유도 없이 너무 지쳐.,,
슬픔,무기력,기분이 바닥나서 아무것도 하기 싫어.,,
슬픔,무기력,오늘은 그냥 너무 무기력해.,,
슬픔,자책,괜히 내가 다 잘못한 것 같아.,,
슬픔,자책,오늘도 쓸데없는 생각만 했어.,,
슬픔,자책,나 때문에 일이 이렇게 된 것 같아.,,
슬픔,자책,내가 왜 그랬는지 모르겠어 진짜.,,
슬픔,자책,조금만 참았으면 좋았을 텐데 후회돼.,,
슬픔,자책,그때 그렇게 말 안 했어야 했는데.,,
슬픔,자책,내가 너무 부족했던 것 같아.,,
슬픔,자책,계속 내 탓만 하게 돼.,,
슬픔,자책,나 때문이라는 생각이 자꾸 들어.,,
슬픔,자책,내가 좀 더 잘했으면 어땠을까 싶어.,,
슬픔,자책,다 내 책임인 것 같아서 괴로워.,,
슬픔,자책,그때 그 말을 한 게 계속 마음에 걸려.,,
슬픔,자책,나 자신이 너무 한심해 보여.,,
슬픔,자책,자꾸 내 실수만 떠올라.,,
슬픔,자책,내가 그 사람 상처 준 것 같아 미안해.,,
슬픔,자책,내가 나를 용서하기가 어렵다.,,
슬픔,자책,그냥 내가 문제인 것 같아.,,
슬픔,자책,다른 사람이라면 더 잘했을 텐데.,,
슬픔,자책,계속 마음속에서 '내가 잘못했어'란 생각만 돌아.,,
슬픔,자책,그때 조금만 더 신중했으면 좋았을 텐데.,,
슬픔,자책,왜 그 말을 했는지 지금도 이해가 안 돼.,,
슬픔,자책,내가 한 행동이 자꾸 떠올라서 괴로워.,,
슬픔,자책,솔직히 내 실수였어.,,
슬픔,자책,내가 너무 이기적이었던 것 같아.,,
슬픔,자책,내가 그 사람 입장이었으면 정말 싫었을 거야.,,
슬픔,자책,내가 잘못한 게 맞아 인정해.,,
슬픔,자책,이 모든 게 내 탓 같아.,,
슬픔,자책,다른 선택을 했으면 좋았을 텐데.,,
슬픔,자책,그때 조금만 참았으면 이런 일 없었을 거야.,,
슬픔,자책,내가 너무 쉽게 포기한 것 같아.,,
슬픔,자책,그 일만 생각하면 아직도 마음이 아파.,,
슬픔,자책,내가 왜 그렇게 행동했는지 이해가 안 돼.,,
슬픔,자책,내가 너무 경솔했어.,,
슬픔,자책,그때 그 말을 안 했어야 했는데.,,
슬픔,자책,다른 사람들은 잘 넘기는데 나만 그랬어.,,
슬픔,자책,그냥 내가 부족해서 그래.,,
슬픔,자책,아무리 생각해도 내가 잘못했어.,,
슬픔,자책,다 내 탓이라는 생각이 머릿속에서 떠나질 않아.,,
슬픔,자책,그 일만 생각하면 스스로가 밉다.,,
슬픔,자책,그때 나만 참았어도 괜찮았을 텐데.,,
슬픔,자책,내가 나를 실망시킨 기분이야.,,
슬픔,자책,지금도 그날 생각하면 가슴이 답답해.,,
슬픔,자책,나 때문에 분위기 망쳤던 게 아직도 미안해.,,
슬픔,자책,괜히 나서서 일 더 꼬이게 만든 것 같아.,,
슬픔,자책,내가 더 잘했어야 했는데 후회돼.,,
슬픔,자책,그때는 몰랐는데 지금 생각하니까 다 내 탓이야.,,
슬픔,자책,다른 사람은 다 괜찮은데 나만 문제인 것 같아.,,
슬픔,자책,그 말을 한 내 자신이 싫다.,,
슬픔,자책,내가 너무 쉽게 상처를 줬어.,,
슬픔,자책,그때 그냥 조용히 있었으면 됐는데.,,
슬픔,자책,나 자신을 용서할 수가 없어.,,
슬픔,자책,내가 진짜 어리석었어.,,
슬픔,자책,왜 그렇게 급하게 판단했는지 모르겠어.,,
슬픔,자책,그때의 내가 너무 미워.,,
슬픔,자책,조금만 더 참았으면 괜찮았을 텐데.,,
슬픔,자책,내가 너무 성급했어.,,
슬픔,자책,다 내 실수야 변명할 여지가 없어.,,
슬픔,자책,그 일만 떠올리면 숨이 막혀.,,
슬픔,자책,내가 너무 이기적으로 굴었어.,,
슬픔,자책,내가 그 말을 안 했어야 했는데 아직도 후회돼.,,
슬픔,자책,그때 조금만 더 생각했으면 이런 일 없었을 텐데.,,
슬픔,자책,내가 너무 감정적으로 행동했어.,,
슬픔,자책,솔직히 내가 잘못한 거 맞아.,,
슬픔,자책,내가 왜 그렇게 행동했는지 아직도 이해가 안 돼.,,
슬픔,자책,그때 나답지 않게 굴었어.,,
슬픔,자책,괜히 화냈던 게 마음에 걸려.,,
슬픔,자책,그냥 내가 문제였어.,,
슬픔,자책,그 일만 생각하면 한숨이 나온다.,,
슬픔,자책,내가 너무 쉽게 포기한 것 같아.,,
슬픔,자책,그때 조금만 더 견뎠으면 좋았을 텐데.,,
슬픔,자책,내가 진짜 바보 같았어.,,
슬픔,자책,그날의 내가 너무 후회돼.,,
슬픔,자책,그 사람한테 미안한 마음이 자꾸 들어.,,
슬픔,자책,그때 내 말투가 너무 차가웠던 것 같아.,,
슬픔,자책,지금 생각하면 왜 그렇게 굴었는지 모르겠어.,,
슬픔,자책,그냥 내가 너무 부족했어.,,
슬픔,자책,다른 사람은 괜찮은데 나만 후회하고 있어.,,
슬픔,자책,내가 왜 그런 선택을 했을까 싶어.,,
슬픔,자책,그때는 몰랐는데 지금 너무 후회돼.,,
슬픔,자책,나 자신이 밉고 싫어.,,
슬픔,자책,그 일 이후로 자신감이 완전히 떨어졌어.,,
슬픔,자책,조금만 더 신중했으면 좋았을 텐데.,,
슬픔,자책,그냥 다 내 잘못 같아.,,
슬픔,자책,아직도 그 일이 머릿속을 맴돌아.,,
슬픔,자책,그날의 내가 너무 미워서 잠이 안 와.,,
슬픔,자책,괜히 그때 그렇게 말했나 싶어.,,
슬픔,자책,내가 너무 철없었어.,,
슬픔,자책,그날 생각하면 아직도 가슴이 답답해.,,
슬픔,자책,내가 왜 그런 선택을 했는지 모르겠어.,,
슬픔,자책,그냥 내 자신이 너무 한심해.,,
슬픔,자책,그때 참았어야 했는데.,,
슬픔,자책,조금만 더 생각했으면 이런 일 없었을 텐데.,,
슬픔,자책,그때는 몰랐지만 지금 너무 후회돼.,,
슬픔,자책,그 일만 생각하면 가슴이 아파.,,
슬픔,자책,내가 그때 잘못한 게 맞는 것 같아.,,
슬픔,자책,지금도 내 머릿속을 떠나질 않아.,,
슬픔,자책,그 일 이후로 스스로가 너무 미워.,,
슬픔,자책,내가 더 성숙했으면 좋았을 텐데.,,
슬픔,자책,다 내 탓이라는 생각이 계속 들어.,,
슬픔,상실,요즘은 뭔가를 잃은 기분이야.,,
슬픔,상실,아직도 그 사람이 떠난 게 믿기지 않아.,,
슬픔,상실,자꾸 그때 생각이 나서 힘들어.,,
슬픔,상실,비어버린 자리가 너무 커.,,
슬픔,상실,마음 한쪽이 텅 빈 것 같아.,,
슬픔,상실,그 사람 목소리가 아직도 귀에 맴돌아.,,
슬픔,상실,함께했던 시간이 계속 떠올라.,,
슬픔,상실,그때로 다시 돌아가고 싶어.,,
슬픔,상실,이젠 다시 볼 수 없다는 게 실감나.,,
슬픔,상실,그 사람 없는 하루가 너무 낯설어.,,
슬픔,상실,내가 더 잘해줬어야 했는데.,,
슬픔,상실,이제는 연락할 수도 없다는 게 슬퍼.,,
슬픔,상실,괜찮은 척하지만 마음은 허전해.,,
슬픔,상실,그 사람이 없으니까 세상이 조용해진 느낌이야.,,
슬픔,상실,그때는 몰랐는데 이제서야 소중함을 알아.,,
슬픔,상실,그리움이 하루에도 몇 번씩 밀려와.,,
슬픔,상실,사진만 봐도 눈물이 나.,,
슬픔,상실,이별이 이렇게 오래 아플 줄 몰랐어.,,
슬픔,상실,그 사람이 내 일상이었는데 이제 없으니까 공허해.,,
슬픔,상실,그 사람의 자리가 너무 커서 아직도 채워지지 않아.,,
슬픔,상실,이제는 목소리도 기억이 잘 안 나.,,
슬픔,상실,그때 마지막 인사를 못 한 게 후회돼.,,
슬픔,상실,마음 한쪽이 텅 비어버린 느낌이야.,,
슬픔,상실,그 사람 생각만 하면 눈물이 나.,,
슬픔,상실,그 사람이 없는 게 아직도 어색해.,,
슬픔,상실,매일같이 떠오르는데 붙잡을 수가 없어.,,
슬픔,상실,그 사람의 흔적이 아직도 여기저기 남아있어.,,
슬픔,상실,지우려고 해도 자꾸 생각나.,,
슬픔,상실,이별은 익숙해지지가 않아.,,
슬픔,상실,다시 웃는 법을 잊어버린 것 같아.,,
슬픔,상실,그때 잡았으면 달라졌을까 싶어.,,
슬픔,상실,이제는 그리움도 익숙해진 것 같아.,,
슬픔,상실,그 사람 없는 하루가 이렇게 길 줄 몰랐어.,,
슬픔,상실,문득 떠오를 때마다 마음이 아파.,,
슬픔,상실,그때 마지막으로 본 표정이 아직도 생생해.,,
슬픔,상실,그 사람 생각하면 아직도 잠이 안 와.,,
슬픔,상실,이제는 내 곁에 없다는 게 믿기지 않아.,,
