슬픔,소외,사람들이 나를 잊은 것 같아  
슬픔,소외,모두가 웃는데 나만 조용해  
슬픔,소외,요즘은 아무도 내 안부를 묻지 않아  
슬픔,소외,내가 있어도 없는 사람 취급받는 느낌이야  
슬픔,소외,나만 따로 떨어져 있는 기분이야  
슬픔,소외,대화에 껴보려 해도 자꾸 밀려나  
슬픔,소외,내가 말하면 분위기가 어색해져  
슬픔,소외,사람들이 나를 피하는 것 같아  
슬픔,소외,함께 있어도 연결된 느낌이 없어  
슬픔,소외,요즘은 연락 오는 사람도 없어  
슬픔,소외,다들 바쁘다지만 나한텐 그냥 핑계로 들려  
슬픔,소외,내가 필요할 땐 찾더니 이제는 아무도 없어  
슬픔,소외,다들 모임 사진을 올리는데 나만 빠져있어  
슬픔,소외,언제부터인지 나를 부르지 않더라  
슬픔,소외,대화에 내 이름이 사라졌어  
슬픔,소외,모두가 나 없이도 잘 지내는 것 같아  
슬픔,소외,내가 없어도 아무렇지 않은 세상이야  
슬픔,소외,예전엔 내 자리였던 곳이 이젠 낯설어  
슬픔,소외,아무도 내 얘기에 관심이 없는 것 같아  
슬픔,소외,사람들이 나를 기억하지 못할까 봐 무서워  
슬픔,소외,요즘은 연락처 목록만 길어지고 대화는 없어  
슬픔,소외,사람들이 점점 멀어지는 느낌이야  
슬픔,소외,같이 있어도 혼자 말하는 기분이야  
슬픔,소외,내가 낄 자리가 없는 것 같아  
슬픔,소외,모임이 있어도 나만 초대받지 못해  
슬픔,소외,아무도 내 이야기에 공감하지 않아  
슬픔,소외,함께 웃던 사람들도 이젠 낯설어  
슬픔,소외,내가 대화해도 상대는 딴생각 하는 것 같아  
슬픔,소외,요즘은 눈을 마주치는 사람도 없네  
슬픔,소외,사람들 틈에 껴있어도 외로워  
슬픔,소외,나를 찾는 목소리가 그리워  
슬픔,소외,내가 보낸 메시지는 읽고 답이 없어  
슬픔,소외,사람들이 나를 지나쳐 가는 느낌이야  
슬픔,소외,그냥 배경처럼 존재하는 기분이야  
슬픔,소외,모두가 한 방향으로 가는데 나만 멈춰 있는 것 같아  
슬픔,소외,다들 즐거워 보이는데 왜 나는 공허할까  
슬픔,소외,요즘은 누군가 내 이름을 불러주는 게 어색해  
슬픔,소외,사람들이 나를 빼고 약속을 잡았어  
슬픔,소외,같이 있어도 나만 다른 세상에 있는 기분이야  
슬픔,소외,내가 말을 걸어도 반응이 늦어  
슬픔,소외,다들 내 말엔 대답을 피하더라  
슬픔,소외,사람들이 나를 불편해하는 것 같아  
슬픔,소외,요즘은 내 존재가 희미해진 느낌이야  
슬픔,소외,모두가 떠들 때 나만 조용해  
슬픔,소외,대화가 끝나도 나만 말하지 못한 게 남아  
슬픔,소외,내가 없어도 아무도 눈치채지 못할 것 같아  
슬픔,소외,모두가 나를 투명하게 보는 것 같아  
슬픔,소외,내가 낄 공간이 점점 줄어들고 있어  
슬픔,소외,사람들 사이에 벽이 생긴 것 같아  
슬픔,소외,대화 주제에 끼지 못하니까 점점 멀어져  
슬픔,소외,요즘은 사람을 만나도 피곤해  
슬픔,소외,함께 있어도 마음이 외로워  
슬픔,소외,사람들 눈빛 속에 나는 없더라  
슬픔,소외,누가 내 얘기를 들어줬으면 좋겠어  
슬픔,소외,그냥 조용히 사라지고 싶은 마음이야  
슬픔,소외,다들 나보다 서로를 더 챙겨  
슬픔,소외,아무도 내 이름을 부르지 않아  
슬픔,소외,요즘은 말 한마디 건네는 것도 어렵다  
슬픔,소외,같이 웃을 일이 점점 사라져  
슬픔,소외,사람들이 나를 보고도 못 본 척해  
슬픔,소외,내가 속한 곳이 이제 낯설어  
슬픔,소외,모두가 나를 지나쳐 가는 기분이야  
슬픔,소외,내가 이야기하면 분위기가 식어버려  
슬픔,소외,요즘은 누가 옆에 있어도 공허해  
슬픔,소외,사람들 대화에 낄 자신이 없어  
슬픔,소외,누가 나한테 신경 써주는 사람이 없어  
슬픔,소외,예전엔 내가 중심이었는데 이제는 아니야  
슬픔,소외,요즘은 사람들 속에 섞여도 혼자라는 느낌이야  
슬픔,소외,내가 있어도 아무도 모를 것 같아  
슬픔,소외,그냥 배경처럼 흘러가고 있어  
슬픔,소외,사람들 얘기 속에 내 이름은 사라졌어  
슬픔,소외,같이 웃던 기억들이 점점 멀어져  
슬픔,소외,이제는 나를 찾는 사람조차 없어  
슬픔,소외,내가 꺼낸 말은 항상 허공에서 사라져  
슬픔,소외,사람들 눈빛이 나를 피하는 것 같아  
슬픔,소외,모두가 떠들어도 난 조용해  
슬픔,소외,내가 말해도 아무도 대답하지 않아  
슬픔,소외,사람들이 나를 지워버린 것 같은 기분이야  
슬픔,소외,요즘은 내 존재가 무의미하게 느껴져  
슬픔,소외,누구도 나를 필요로 하지 않는 것 같아  
슬픔,소외,내가 들어갈 자리가 점점 사라져  
슬픔,소외,그냥 나 없이도 세상은 잘 돌아가  
슬픔,소외,사람들 사이에서 숨이 막히는 기분이야  
슬픔,소외,대화 속에서 점점 잊혀져 가는 느낌이야  
슬픔,소외,다들 나를 잊고 자기들만의 세계에 사는 것 같아  
슬픔,소외,요즘은 누구에게도 속하지 못하는 느낌이야  
슬픔,소외,내가 있어도 세상은 나를 모르는 것 같아  
슬픔,소외,사람들 속에 있어도 외로움이 더 커져  
슬픔,소외,그냥 나 혼자만 멈춰 있는 기분이야  
슬픔,소외,사람들이 나를 투명하게 지나쳐 가  
슬픔,소외,누가 내 이야기를 들어줬으면 좋겠는데 아무도 없어  
슬픔,소외,요즘은 내 존재가 점점 옅어지는 것 같아  

행복,충만,요즘 내 일상이 선물 같아. 매 순간이 소중해.
행복,충만,더 이상 바랄 게 없어,이 정도면 완벽하지.
행복,충만,아침에 눈 뜨는 게 이렇게 감사할 일인지 몰랐어.
행복,충만,마음이 잔잔한 호수 같아. 걱정거리가 하나도 없네.
행복,충만,가슴이 벅차오른다는 게 이런 기분이구나 싶어.
행복,충만,이 순간이 영원했으면 좋겠어. 너무 좋잖아!
행복,충만,내가 바라던 모든 게 제자리를 찾은 느낌이야.
행복,충만,매일이 기대되고 즐거워. 사는 맛이 난다니까.
행복,충만,드디어 뭔가 꽉 채워진 듯한 기분이야. 홀가분해.
행복,충만,이 모든 게 꿈만 같아. 정말 고마워.
행복,충만,요즘 얼굴에 웃음꽃이 떠나질 않아. 하하!
행복,충만,내 주변이 온통 좋은 에너지로 둘러싸인 것 같아.
행복,충만,밤에 누우면 마음이 너무 편안해서 잠이 잘 와.
행복,충만,이만하면 됐지. 부족함이 전혀 없어.
행복,충만,다음 주 일도 벌써부터 설레서 기다려진다!
행복,충만,감동 받아서 눈물이 핑 돌 지경이야.
행복,충만,요즘처럼 마음이 든든한 적이 없었던 것 같아.
행복,충만,집에 오는 길이 이렇게 행복할 줄이야.
행복,충만,빈틈없이 꽉 채워진 내 모습을 보는 것 같아.
행복,충만,에너지가 넘쳐서 뭘 해도 재미있어.
행복,충만,이 프로젝트 결과 정말 제대로 나왔지?
행복,충만,힘들었지만 해내고 나니 온몸에 보람이 퍼져.
행복,충만,오늘 하루 정말 잘 보냈다! 완벽해.
행복,충만,드디어 내가 원하던 걸 손에 넣었어.
행복,충만,내 인생이 이렇게 의미 있을 줄이야.
행복,충만,더 큰 성공보다 지금의 소소함이 좋아.
행복,충만,모든 게 제자리에 있으니 마음이 놓인다.
행복,충만,내일의 시작이 벌써부터 기대돼.
행복,충만,마음이 넉넉해서 주변 사람들에게 베풀고 싶어.
행복,충만,너와 함께하는 매일이 축복이야.
행복,충만,가슴 속에서 뭔가 뜨거운 게 올라오는 느낌이야.
행복,충만,옆에 네가 있어줘서 정말 힘이 나.
행복,충만,마침내 해냈다는 사실에 소름이 돋았어.
행복,충만,어제 밤샘 작업한 보람이 있네. 최고야!
행복,충만,큰일 없이 하루가 지나가는 것만으로도 충분해.
행복,충만,요즘 아침 일찍 일어나는 게 전혀 힘들지 않아.
행복,충만,잃어버렸던 나를 되찾은 기분이야.
행복,충만,내 주변의 모든 것들이 다 소중하게 느껴져.
행복,충만,이것 하나만으로도 오늘 하루가 완벽해.
행복,충만,따뜻한 이불 속에서 꼼짝 않고 있고 싶다!
행복,충만,다시 시작할 수 있다는 희망이 있어.
행복,충만,걱정이 사라지니까 머리가 맑아졌어.
행복,충만,정신적으로 이렇게 여유로운 적이 없었어.
행복,충만,나에게 이런 좋은 일이 생기다니 믿기지 않아.
행복,충만,마음속에 단단한 뿌리가 박힌 것 같아.
행복,충만,노력한 만큼 결과가 따라줘서 기뻐.
행복,충만,이 작은 일에도 이렇게 행복할 수 있다니 놀라워.
행복,충만,감동의 쓰나미가 몰려온다!
행복,충만,세상이 아름다워 보이는 건 오랜만이야.
행복,충만,지금 이 순간이 가장 빛나는 것 같아.
행복,충만,곁에 좋은 사람들이 많아서 힘이 돼.
행복,충만,긍정적인 생각들이 마구마구 샘솟는다.
행복,충만,이제 모든 문제가 해결된 것 같아.
행복,충만,내가 원하던 삶을 살고 있다는 느낌이야.
행복,충만,혼자 힘으로 이뤄냈다는 게 자랑스러워.
행복,충만,마음이 따뜻해지는 기분이야.
행복,충만,앞으로도 이렇게만 살면 좋겠다.
행복,충만,새로운 목표를 세우니 또 다른 즐거움이 생겼어.
행복,충만,이 정도면 100점 만점에 100점이지!
행복,충만,길 가다 돈 주운 것만큼 기분 좋아!
행복,충만,내 편이 있다는 사실이 얼마나 감사한지 몰라.
행복,충만,고요함 속에서 나 자신에게 집중할 수 있어.
행복,충만,소소한 것들에서 행복을 찾는 요즘이야.
행복,충만,잠을 푹 잤더니 에너지가 충전된 느낌이야.
행복,충만,나누면 나눌수록 행복이 커지는 것 같아.
행복,충만,숨이 턱 막힐 정도로 감격스러웠어.
행복,충만,다시 태어난 것 같은 기분이야.
행복,충만,이제 걱정 없이 발 뻗고 잘 수 있겠어.
행복,충만,머릿속이 꽉 찬 지식으로 가득해.
행복,충만,나의 성장이 눈에 보이니 기분이 좋아.
행복,충만,이 사랑이 영원했으면 좋겠어.
행복,충만,변화 없이 꾸준한 일상이 주는 행복이야.
행복,충만,다음 단계로 넘어갈 생각에 심장이 뛴다.
행복,충만,내 선택이 틀리지 않았음을 증명했어.
행복,충만,오랜만에 느껴보는 짜릿함이야.
행복,충만,이젠 혼자가 아니라는 사실에 위안을 얻어.
행복,충만,마음의 짐을 다 내려놓았더니 가벼워졌어.
행복,충만,지금의 나는 완벽 그 자체야.
행복,충만,온몸에 피가 도는 느낌이야. 힘이 솟아!
행복,충만,내 주변에 베풀 자원이 충분하다는 게 좋아.
행복,충만,이 순간을 사진으로 남겨야 해!
행복,충만,운이 좋았다고 생각하지만 노력도 했지!
행복,충만,앞으로의 일도 잘 풀릴 것 같은 예감이야.
행복,충만,책임감을 다했다는 사실에 마음이 후련해.
행복,충만,다른 사람들에게 도움이 되었다는 게 가장 기뻐.
행복,충만,내 삶의 우선순위가 제대로 잡힌 것 같아.
행복,충만,모든 기초가 튼튼하게 다져졌어.
행복,충만,이 경험을 바탕으로 더 큰 꿈을 꿀 거야.
행복,충만,이 결과를 보니 모든 고생이 눈 녹듯 사라지네.
행복,충만,나에게 스스로 주는 최고의 선물이야.
행복,충만,든든한 백그라운드가 있다는 게 이렇게 좋아.
행복,충만,머릿속이 복잡하지 않고 명료해.
행복,충만,이제 이룰 건 다 이룬 것 같아.
행복,충만,몸과 마음이 동시에 건강해진 느낌이야.
행복,충만,내 창고가 곡식으로 가득 찬 듯한 기분이야.
행복,충만,벅찬 감격에 목이 메어 말이 안 나와.
행복,충만,다시는 이런 기회가 없을 것 같아 소중해.
행복,충만,위험 요소가 완전히 제거되어서 마음이 놓여.
행복,충만,영혼이 배부른 느낌이 바로 이거구나!
행복,충만,내일부턴 좀 쉬어도 될 것 같아. 잘했다!
행복,성취,드디어 해냈어! 노력한 보람이 있네.
행복,성취,내가 이 프로젝트를 완성하다니 믿기지 않아.
행복,성취,목표했던 지점까지 정확하게 도달했어. 기분 최고야.
행복,성취,이 결과물을 보니 지난 밤샘 작업이 하나도 아깝지 않다.
행복,성취,내가 세운 기준을 완전히 뛰어넘었어.
행복,성취,스스로에게 정말 자랑스러운 순간이야.
행복,성취,모두가 불가능하다고 했는데,내가 해냈잖아!
행복,성취,드디어 내가 원하던 그 자리에 섰어.
행복,성취,내 실력이 한 단계 업그레이드된 것 같아.
행복,성취,포기하지 않고 끝까지 버틴 나에게 박수를 보낸다.
행복,성취,이 작품을 만들고 나니 모든 갈증이 해소되었어.
행복,성취,처음 세운 계획대로 완벽하게 마무리했어.
행복,성취,이젠 다음 단계를 향해 나아갈 에너지가 생겼어.
행복,성취,오랜 시간 준비한 결실을 맺으니 감동적이야.
행복,성취,내 능력을 제대로 증명해 보인 것 같아 뿌듯해.
행복,성취,드디어 숙원 사업을 끝내서 발 뻗고 잘 수 있겠다.
행복,성취,이 어려운 미션을 클리어하다니,내가 봐도 대단하다.
행복,성취,모두에게 인정받는 결과가 나와서 기뻐.
행복,성취,내 손으로 뭔가를 창조해냈다는 사실이 짜릿해.
행복,성취,매일매일 내 성장이 눈에 보여서 즐거워.
행복,성취,내가 기대했던 것보다 훨씬 더 좋은 결과가 나왔어.
행복,성취,드디어 이 복잡한 문제를 완벽하게 해결했어.
행복,성취,내 커리어에서 가장 빛나는 순간인 것 같아.
행복,성취,이젠 어떤 일이든 도전할 수 있을 것 같아. 자신감 붙었어.
행복,성취,내 노력이 헛되지 않았다는 게 가장 큰 기쁨이야.
행복,성취,내가 바라던 최고 수준의 경지에 도달한 느낌이야.
행복,성취,내 이름으로 뭔가를 이룬다는 게 이런 기분이구나.
행복,성취,이젠 내 경험을 다른 사람들에게 나눠줄 수 있게 되었어.
행복,성취,마침내 내가 이 분야의 전문가가 된 것 같아.
행복,성취,꿈을 현실로 만들었다는 사실이 가슴 벅차다.
행복,성취,아무도 따라올 수 없는 나만의 영역을 구축했어.
행복,성취,내 인생에서 가장 중요한 목표를 달성했어.
행복,성취,한계를 시험했는데,내가 이겼어!
행복,성취,완벽한 마무리 덕분에 마음이 평화로워.
행복,성취,내 기술이 이렇게 빛을 발할 줄이야. 정말 좋다!
행복,성취,이젠 다음 목표를 향해 달려갈 힘이 넘쳐.
행복,성취,내 잠재력을 폭발시켰다는 느낌이야.
행복,성취,드디어 오랫동안 괴롭히던 문제를 해결했어.
행복,성취,이 성공을 축하하기 위해 파티를 열어야겠어.
행복,성취,나만의 방식으로 결국 답을 찾아냈어.
행복,성취,스스로 약속했던 것을 지켜냈다는 게 가장 뿌듯해.
행복,성취,이 결과를 보니 모든 스트레스가 사라졌어.
행복,성취,내가 노력한 만큼 세상이 나에게 보답해 주네.
